star_name,star_constellation,star_other_name
HD 191692,Aquila,"θ-Aql, 65-Aql, HR 7710, HIP 99473, TYC 5161-2682-1, Gaia EDR3- 4224225924761329792"
HD 59717,Puppis,"σ-Pup, HR 2878, HIP 36377, TYC 7655-2687-1, Gaia EDR3- 5512070906394195968"
HD 29305,Dorado,"α-Dor, HR 1465, HIP 21281, TYC 8512-2115-1, Gaia EDR3- 4775977077371116672"
HD 157056,Ophiuchus,"θ-Oph, 42-Oph, HR 6453, HIP 84970, TYC 6829-577-1, Gaia EDR3- 4110730486352950144"
HD 24512,Hydrus,"γ-Hyi, HR 1208, HIP 17678, TYC 9159-1634-1, Gaia EDR3- 4629125170492116224"
HD 3627,Andromeda,"δ-And, 31-And, HR 165, HIP 3092, TYC 2275-1753-1"
HD 216627,Aquarius,"Skat, δ-Aqr, 76-Aqr, HR 8709, NSV 14356, HIP 113136, TYC 6387-1382-1"
HD 89080,Carina,"ω-Car, HR 4037, HIP 50099, TYC 9214-2842-1, Gaia EDR3- 5242895960110588160"
HD 133216,Libra,"σ-Lib, 20-Lib, HR 5603, HIP 73714, TYC 6752-1455-1, Gaia EDR3- 6227443304915069056"
HD 33904,Lepus,"μ-Lep, 5-Lep, HR 1702, HIP 24305, TYC 5902-1721-1"
HD 137759,Draco,"Edasich, ι-Dra, 12-Dra, HR 5744, NSV 7077, HIP 75458, TYC 3875-1620-1, Gaia EDR3- 1614731957531452544"
HD 42995,Gemini,"Propus, η-Gem, 7-Gem, HR 2216, HIP 29655, TYC 1877-1716-1"
HD 106591,Ursa Major,"Megrez, δ-UMa, 69-UMa, HR 4660, NSV 5513, HIP 59774, TYC 3837-1070-1, Gaia EDR3- 1575287046603605888"
HD 177716,Sagittarius,"τ-Sgr, 40-Sgr, HR 7234, HIP 93864, TYC 6881-1777-1"
HD 97633,Leo,"Chertan, θ-Leo, 70-Leo, HR 4359, NSV 5144, HIP 54879, TYC 1437-2847-1, Gaia EDR3- 3970052886914547712"
HD 163917,Ophiuchus,"ν-Oph, 64-Oph, HR 6698, HIP 88048, TYC 5678-956-1, Gaia EDR3- 4164319171172759040"
HD 155203,Scorpius,"η-Sco, HR 6380, HIP 84143, TYC 7882-569-1, Gaia EDR3- 5965222838410499328"
HD 157246,Ara,"γ-Ara, HR 6462, HIP 85267, TYC 8736-3857-1"
HD 63700,Puppis,"ξ-Pup, 7-Pup, HR 3045, HIP 38170, TYC 6557-4522-1"
HD 27256,Reticulum,"α-Ret, HR 1336, HIP 19780, TYC 8869-2461-1"
HD 48737,Gemini,"ξ-Gem, 31-Gem, HR 2484, NSV 3193, HIP 32362, TYC 754-2356-1, Gaia EDR3- 3352485999058854912"
HD 156014,Hercules,"Rasalgethi, Alp Her, α¹-Her, 64-Her, HR 6406, HIP 84345, TYC 990-2133-1"
HD 210745,Cepheus,"ζ-Cep, 21-Cep, HR 8465, NSV 14066, HIP 109492, TYC 3981-1590-1, Gaia EDR3- 2199493438511811712"
HD 11415,Cassiopeia,"ε-Cas, 45-Cas, HR 542, NSV 652, HIP 8886, TYC 4036-2834-1"
HD 136504,Lupus,"ε-Lup, HR 5708, HIP 75264, TYC 7847-2505-1, Gaia EDR3- 6000130236649730432"
HD 182640,Aquila,"δ-Aql, 30-Aql, HR 7377, NSV 12004, HIP 95501, TYC 469-6227-1"
HD 71369,Ursa Major,"Muscida, O-UMa, 1-UMa, HR 3323, NSV 4093, HIP 41704, TYC 4127-2431-1, Gaia EDR3- 1041808368494264576"
HD 6595,Phoenix,"β-Phe, HR 322, NSV 400, HIP 5165, TYC 8032-1228-1, Gaia EDR3- 4933453324590295040"
HD 89388,Carina,"V337 Car, q-Car, HR 4050, HIP 50371, TYC 8943-3447-1, Gaia EDR3- 5253347574087339776"
HD 91465,Carina,"PP Car, p-Car, HR 4140, HIP 51576, TYC 8956-4324-1, Gaia EDR3- 5253796346624992128"
HD 120307,Centaurus,"ν-Cen, HR 5190, HIP 67464, TYC 7797-2744-1, Gaia EDR3- 6112195451032545024"
HD 19058,Perseus,"ρ-Per, 25-Per, HR 921, HIP 14354, TYC 2847-1572-1"
HD 118098,Virgo,"ζ-Vir, 79-Vir, HR 5107, HIP 66249, TYC 4966-1366-1"
HD 28319,Taurus,"θ²-Tau, 78-Tau, HR 1412, HIP 20894, TYC 1265-1172-1"
HD 143118,Lupus,"η-Lup, HR 5948, HIP 78384, TYC 7851-1814-1, Gaia EDR3- 5998019895874780928"
HD 35411,Orion,"η-Ori, 28-Ori, HR 1788, HIP 25281, TYC 4757-1588-1, Gaia EDR3- 3214077516844988800"
HD 79351,Carina,"V357 Car, a-Car, HR 3659, HIP 45080, TYC 8595-3311-1"
HD 25204,Taurus,"λ-Tau, 35-Tau, HR 1239, HIP 18724, TYC 662-1546-1, Gaia EDR3- 3305012316783533056"
HD 134505,Lupus,"ζ-Lup, HR 5649, HIP 74395, TYC 8306-3362-1, Gaia EDR3- 5888394463447019392"
HD 11443,Triangulum,"Mothallah, α-Tri, 2-Tri, HR 544, HIP 8796, TYC 1763-3028-1"
HD 161797,Hercules,"μ-Her, 86-Her, HR 6623, HIP 86974, TYC 2085-3062-1"
HD 197051,Pavo,"β-Pav, HR 7913, HIP 102395, TYC 9112-1605-1, Gaia EDR3- 6425343818681031040"
HD 112300,Virgo,"δ-Vir, 43-Vir, HR 4910, NSV 6026, HIP 63090, TYC 294-1032-1, Gaia EDR3- 3704342295607157120"
HD 198149,Cepheus,"η-Cep, 3-Cep, HR 7957, HIP 102422, TYC 4246-1967-1, Gaia EDR3- 2195115561168483712"
HD 74874,Hydra,"ε-Hya, 11-Hya, HR 3482, HIP 43109, TYC 224-1333-1"
HD 214923,Pegasus,"Homam, ζ-Peg, 42-Peg, HR 8634, HIP 112029, TYC 1155-2187-1"
HD 65575,Carina,"χ-Car, HR 3117, HIP 38827, TYC 8553-2883-1"
HD 120324,Centaurus,"μ-Cen, HR 5193, HIP 67472, TYC 7797-2743-1, Gaia EDR3- 6109087784495371648"
HD 89025,Leo,"Adhafera, ζ-Leo, 36-Leo, HR 4031, NSV 4804, HIP 50335, TYC 1969-1261-1"
HD 89021,Ursa Major,"Tania Borealis, λ-UMa, 33-UMa, HR 4033, HIP 50372, TYC 3007-1286-1"
HD 177756,Aquila,"λ-Aql, 16-Aql, HR 7236, HIP 93805, TYC 5136-2357-1, Gaia EDR3- 4254395871029677952"
HD 9053,Phoenix,"γ-Phe, HR 429, HIP 6867, TYC 7547-1134-1, Gaia EDR3- 4935615308047192576"
HD 6805,Cetus,"η-Cet, 31-Cet, HR 334, HIP 5364, TYC 5273-2657-1, Gaia EDR3- 2470140321630664064"
HD 169467,Telescopium,"α-Tel, HR 6897, HIP 90422, TYC 8359-3650-1, Gaia EDR3- 6709267613942522496"
HD 4614,Cassiopeia,"η-Cas, 24-Cas, HR 219, HIP 3821, TYC 3663-2669-1"
HD 135722,Bootes,"δ-Boo, 49-Boo, HR 5681, NSV 7002, HIP 74666, TYC 2566-1639-1, Gaia EDR3- 1278391075717325312"
HD 52877,Canis Major,"σ-CMa, 22-CMa, HR 2646, HIP 33856, TYC 6531-3793-1, Gaia EDR3- 5610441600394646016"
HD 215789,Grus,"ε-Gru, HR 8675, NSV 14320, HIP 112623, TYC 8453-1499-1, Gaia EDR3- 6513525544581729536"
HD 133208,Bootes,"Nekkar, β-Boo, 42-Boo, HR 5602, NSV 6898, HIP 73555, TYC 3047-1258-1, Gaia EDR3- 1296713990316692096"
HD 150997,Hercules,"η-Her, 44-Her, HR 6220, NSV 7934, HIP 81833, TYC 3070-1595-1, Gaia EDR3- 1352588216303348608"
HD 98262,Ursa Major,"Alula Borealis, ν-UMa, 54-UMa, HR 4377, HIP 55219, TYC 2520-2631-1, Gaia EDR3- 757565233820538752"
HD 10700,Cetus,"τ-Cet, 52-Cet, HR 509, HIP 8102, Gaia EDR3- 2452378776434477184"
HD 189319,Sagitta,"γ-Sge, 12-Sge, HR 7635, NSV 12638, HIP 98337, TYC 1624-3414-1, Gaia EDR3- 1823067317695766784"
HD 216228,Cepheus,"ι-Cep, 32-Cep, HR 8694, HIP 112724, TYC 4277-1102-1, Gaia EDR3- 2211820991085587584"
HD 216131,Pegasus,"Sadalbari, μ-Peg, 48-Peg, HR 8684, HIP 112748, TYC 2225-1821-1, Gaia EDR3- 1876510592179455744"
HD 86440,Vela,"φ-Vel, HR 3940, HIP 48774, TYC 8602-2024-1, Gaia EDR3- 5308225539451195520"
HD 175775,Sagittarius,"ξ²-Sgr, 37-Sgr, HR 7150, HIP 93085, TYC 6294-2507-1, Gaia EDR3- 4084834822776246272"
HD 83808,Leo,"Subra, O-Leo, 14-Leo, HR 3852, HIP 47508, TYC 821-2130-1, Gaia EDR3- 588551501854159744"
HD 125238,Lupus,"ι-Lup, HR 5354, NSV 6620, HIP 69996, TYC 8277-3277-1, Gaia EDR3- 6093220251160674688"
HD 87737,Leo,"η-Leo, 30-Leo, HR 3975, NSV 4738, HIP 49583, TYC 1412-1695-1, Gaia EDR3- 622052899598187392"
HD 69267,Cancer,"β-Cnc, 17-Cnc, HR 3249, NSV 3973, HIP 40526, TYC 794-1622-1, Gaia EDR3- 3098404220680931968"
HD 23249,Eridanus,"δ-Eri, 23-Eri, HR 1136, HIP 17378, TYC 5303-1320-1, Gaia EDR3- 5164120762333028736"
HD 159876,Serpens Cauda,"ξ-Ser, 55-Ser, HR 6561, NSV 9270, HIP 86263, TYC 6248-1369-1, Gaia EDR3- 4125171197089493760"
HD 36861,Orion,"Meissa, λ-Ori, 39-Ori, HR 1879, NSV 2240, HIP 26207, TYC 705-2400-1"
HD 151985,Scorpius,"μ²-Sco, HR 6252, HIP 82545, TYC 7868-1820-1, Gaia EDR3- 5971244451311982336"
HD 28305,Taurus,"Ain, ε-Tau, 74-Tau, HR 1409, HIP 20889, TYC 1273-1104-1, Gaia EDR3- 48026706558487040"
HD 14228,Eridanus,"φ-Eri, HR 674, HIP 10602, TYC 8055-1270-1, Gaia EDR3- 4936685751336237056"
HD 210418,Pegasus,"Biham, θ-Peg, 26-Peg, HR 8450, NSV 14057, HIP 109427, TYC 565-1999-1"
HD 210418,Pegasus,"Biham, θ-Peg, 26-Peg, HR 8450, NSV 14057, HIP 109427, TYC 565-1999-1"
HD 100407,Hydra,"ξ-Hya, HR 4450, HIP 56343, TYC 7216-1261-1, Gaia EDR3- 3478394889483944320"
HD 190248,Pavo,"δ-Pav, HR 7665, NSV 12790, HIP 99240, TYC 9098-1918-1, Gaia EDR3- 6427464123776727168"
HD 56986,Gemini,"Wasat, δ-Gem, 55-Gem, HR 2777, HIP 35550, TYC 1359-2672-1"
HD 1522,Cetus,"ι-Cet, 8-Cet, HR 74, NSV 123, HIP 1562, TYC 5261-1084-1, Gaia EDR3- 2429978803998630400"
HD 38678,Lepus,"ζ-Lep, 14-Lep, HR 1998, HIP 27288, TYC 5359-1778-1, Gaia EDR3- 2996171698248699904"
HD 141513,Serpens Caput,"μ-Ser, 32-Ser, HR 5881, HIP 77516, TYC 5022-936-1"
HD 27376,Eridanus,"υ⁴-Eri, 41-Eri, HR 1347, HIP 20042, TYC 7040-1534-1, Gaia EDR3- 4870527586937201408"
HD 74195,Vela,"o Vel, O-Vel, HR 3447, HIP 42536, TYC 8569-4018-1"
HD 56537,Gemini,"λ-Gem, 54-Gem, HR 2763, NSV 3512, HIP 35350, TYC 1346-1396-1, Gaia EDR3- 3168265196643846400"
HD 136422,Lupus,"φ¹-Lup, HR 5705, HIP 75177, TYC 7325-1691-1, Gaia EDR3- 6007749027577770496"
HD 62345,Gemini,"κ-Gem, 77-Gem, HR 2985, HIP 37740, TYC 1916-2156-1"
HD 34503,Orion,"τ-Ori, 20-Ori, HR 1735, HIP 24674, TYC 4764-1639-1, Gaia EDR3- 3207534529304666240"
HD 127665,Bootes,"ρ-Boo, 25-Boo, HR 5429, NSV 6697, HIP 71053, TYC 2553-1140-1, Gaia EDR3- 1284537517514584704"
HD 16970,Cetus,"γ-Cet, 86-Cet, HR 804, HIP 12706, TYC 50-1721-1"
HD 98430,Crater,"δ-Crt, 12-Crt, HR 4382, HIP 55282, TYC 5514-1423-1, Gaia EDR3- 3561350430457837056"
HD 170153,Draco,"χ-Dra, 44-Dra, HR 6927, NSV 10749, HIP 89937, TYC 4437-1491-1"
HD 158094,Ara,"δ-Ara, HR 6500, HIP 85727, TYC 9053-4118-1, Gaia EDR3- 5912398348432135552"
HD 77327,Ursa Major,"κ-UMa, 12-UMa, HR 3594, NSV 4357, HIP 44471, TYC 3424-1626-1"
HD 192947,Capricornus,"Algedi, α²-Cap, 6-Cap, HR 7754, HIP 100064, TYC 5749-2530-1, Gaia EDR3- 6880093650314169984"
HD 9927,Andromeda,"51-And, HR 464, HIP 7607, TYC 3282-2271-1, Gaia EDR3- 399402894487590144"
HD 107446,Crux,"ε-Cru, HR 4700, NSV 5568, HIP 60260, TYC 8975-4125-1, Gaia EDR3- 6058271964884299520"
HD 17573,Aries,"c-Ari, 41-Ari, HR 838, NSV 951, HIP 13209, TYC 1789-1490-1"
HD 160635,Pavo,"η-Pav, HR 6582, HIP 86929, TYC 9062-3615-1, Gaia EDR3- 5909069886210174080"
HD 50019,Gemini,"θ-Gem, 34-Gem, HR 2540, HIP 33018, TYC 2444-1113-1, Gaia EDR3- 939307084189685248"
HD 102870,Virgo,"Zavijava, β-Vir, 5-Vir, HR 4540, HIP 57757, TYC 273-924-1, Gaia EDR3- 3796442680948579328"
HD 38393,Lepus,"γ-Lep, 13-Lep, HR 1983, HIP 27072, TYC 5930-2197-1, Gaia EDR3- 2964000159821218432"
HD 139063,Libra,"υ-Lib, 39-Lib, HR 5794, HIP 76470, TYC 6776-1590-1"
HD 88284,Hydra,"λ-Hya, 41-Hya, HR 3994, HIP 49841, TYC 5485-1310-1"
HD 23850,Taurus,"Atlas, 27-Tau, HR 1178, NSV 1345, HIP 17847, TYC 1800-2203-1, Gaia EDR3- 66526127137440128"
HD 8512,Cetus,"θ-Cet, 45-Cet, HR 402, HIP 6537, TYC 5274-1984-1"
HD 112985,Musca,"δ-Mus, HR 4923, HIP 63613, TYC 9249-2380-1, Gaia EDR3- 5843518239925459456"
HD 9270,Pisces,"η-Psc, 99-Psc, HR 437, NSV 532, HIP 7097, TYC 1198-1597-1, Gaia EDR3- 2591891443195067264"
HD 21120,Taurus,"O-Tau, 1-Tau, HR 1030, NSV 1134, HIP 15900, TYC 650-1471-1"
HD 152334,Scorpius,"ζ²-Sco, HR 6271, NSV 8028, HIP 82729, TYC 7876-2871-1, Gaia EDR3- 5964991494281655808"
HD 102249,Musca,"λ-Mus, HR 4520, HIP 57363, TYC 8985-3045-1"
HD 63032,Puppis,"c-Pup, HR 3017, NSV 3723, HIP 37819, TYC 7645-3246-1, Gaia EDR3- 5538814190283894656"
HD 174638,Lyra,"Sheliak, β-Lyr, 10-Lyr, HR 7106, HIP 92420, TYC 2642-2929-1, Gaia EDR3- 2090687795056051328"
HD 82434,Vela,"ψ-Vel, HR 3786, NSV 4513, HIP 46651, TYC 7696-2620-1"
HD 196524,Delphinus,"Rotanev, β-Del, 6-Del, HR 7882, HIP 101769, TYC 1100-1720-1"
HD 217675,Andromeda,"O-And, 1-And, HR 8762, HIP 113726, TYC 3224-3434-1"
HD 137909,Corona Borealis,"Nusakan, β-CrB, 3-CrB, HR 5747, HIP 75695, TYC 2032-1605-1"
HD 198700,Indus,"β-Ind, HR 7986, HIP 103227, TYC 8804-1375-1"
HD 141003,Serpens Caput,"β-Ser, 28-Ser, HR 5867, HIP 77233, TYC 1495-1994-1, Gaia EDR3- 1195823284391343104"
HD 165024,Ara,"θ-Ara, HR 6743, HIP 88714, TYC 8365-1698-1, Gaia EDR3- 6705977119250947712"
HD 27371,Taurus,"γ-Tau, 54-Tau, HR 1346, NSV 1553, HIP 20205, TYC 1264-1009-1, Gaia EDR3- 3312052249215275904"
HD 74575,Pyxis,"α-Pyx, HR 3468, NSV 4220, HIP 42828, TYC 7141-2725-1, Gaia EDR3- 5639188675501966464"
HD 81937,Ursa Major,"h-UMa, 23-UMa, HR 3757, NSV 4506, HIP 46733, TYC 4139-1304-1, Gaia EDR3- 1064092789129355136"
HD 123299,Draco,"Thuban, α-Dra, 11-Dra, HR 5291, NSV 6546, HIP 68756, TYC 4174-1262-1"
HD 30836,Orion,"π⁴-Ori, 3-Ori, HR 1552, NSV 1742, HIP 22549, TYC 92-2345-1, Gaia EDR3- 3287731945364911232"
HD 139365,Libra,"τ-Lib, 40-Lib, HR 5812, HIP 76600, TYC 6789-1800-1, Gaia EDR3- 6209215257553893760"
HD 3360,Cassiopeia,"ζ-Cas, 17-Cas, HR 153, NSV 225, HIP 2920, TYC 3654-2132-1, Gaia EDR3- 418001477279154304"
HD 110380,Virgo,"γ-Vir, 29-Vir, HR 4826, NSV 5859"
HD 206088,Capricornus,"Nashira, γ-Cap, 40-Cap, HR 8278, HIP 106985, TYC 6362-1078-1"
HD 218594,Aquarius,"c²-Aqr, 88-Aqr, HR 8812, HIP 114341, TYC 6401-1355-1, Gaia EDR3- 2386316510063903616"
HD 102224,Ursa Major,"χ-UMa, 63-UMa, HR 4518, NSV 5319, HIP 57399, TYC 3452-2140-1, Gaia EDR3- 786420645182229504"
HD 163993,Hercules,"ξ-Her, 92-Her, HR 6703, NSV 9927, HIP 87933, TYC 2102-2772-1, Gaia EDR3- 4584613194593381888"
HD 141795,Serpens Caput,"ε-Ser, 37-Ser, HR 5892, HIP 77622, TYC 360-1226-1, Gaia EDR3- 4426032591025363200"
HD 64440,Puppis,"a-Pup, HR 3080, HIP 38414, TYC 7650-3052-1"
HD 219615,Pisces,"γ-Psc, 6-Psc, HR 8852, HIP 114971, TYC 580-1884-1, Gaia EDR3- 2658974606111711488"
HD 200905,Cygnus,"ξ-Cyg, 62-Cyg, HR 8079, NSV 13518, HIP 104060, TYC 3180-2696-1"
HD 23302,Taurus,"Electra, 17-Tau, HR 1142, HIP 17499, TYC 1799-1441-1, Gaia EDR3- 65271996684817280"
HD 31237,Orion,"π⁵-Ori, 8-Ori, HR 1567, HIP 22797, TYC 89-2558-1, Gaia EDR3- 3232262786334597888"
HD 11937,Eridanus,"χ-Eri, HR 566, NSV 671, HIP 9007, TYC 8047-1321-1"
HD 130109,Virgo,"109-Vir, HR 5511, NSV 6794, HIP 72220, TYC 326-1426-1, Gaia EDR3- 3655377057091634304"
HD 188512,Aquila,"Alshain, β-Aql, 60-Aql, HR 7602, NSV 12557, HIP 98036, TYC 493-3355-1, Gaia EDR3- 4296708789290712064"
HD 165777,Ophiuchus,"72-Oph, HR 6771, HIP 88771, TYC 1012-1661-1, Gaia EDR3- 4482432246132106496"
HD 40136,Lepus,"η-Lep, 16-Lep, HR 2085, HIP 28103, TYC 5360-1370-1, Gaia EDR3- 2995725777563537792"
HD 22049,Eridanus,"Ran, ε-Eri, 18-Eri, HR 1084, HIP 16537, TYC 5296-1533-1"
HD 40035,Auriga,"δ-Aur, 33-Aur, HR 2077, HIP 28358, TYC 3750-1042-1"
HD 163588,Draco,"Grumium, ξ-Dra, 32-Dra, HR 6688, HIP 87585, TYC 3910-1710-1, Gaia EDR3- 1421593566062037120"
HD 21364,Taurus,"ξ-Tau, 2-Tau, HR 1038, HIP 16083, TYC 650-1469-1"
HD 11353,Cetus,"Baten Kaitos, ζ-Cet, 55-Cet, HR 539, NSV 638, HIP 8645, TYC 5278-2437-1"
HD 161868,Ophiuchus,"γ-Oph, 62-Oph, HR 6629, HIP 87108, TYC 420-1962-1, Gaia EDR3- 4472097420946809600"
HD 202444,Cygnus,"τ-Cyg, 65-Cyg, HR 8130, HIP 104887, TYC 3169-3876-1"
HD 78004,Vela,"c-Vel, HR 3614, HIP 44511, TYC 8169-1192-1, Gaia EDR3- 5330160246631998848"
HD 147547,Hercules,"γ-Her, 20-Her, HR 6095, NSV 7667, HIP 80170, TYC 1513-1261-1, Gaia EDR3- 1201067439457715072"
HD 205478,Octans,"ν-Oct, HR 8254, HIP 107089, TYC 9478-1483-1"
HD 20720,Eridanus,"τ⁴-Eri, 16-Eri, HR 1003, HIP 15474, TYC 5878-1292-1, Gaia EDR3- 5099455184968674560"
HD 204075,Capricornus,"ζ-Cap, 34-Cap, HR 8204, HIP 105881, TYC 6372-1278-1"
HD 216386,Aquarius,"λ-Aqr, 73-Aqr, HR 8698, HIP 112961, TYC 5813-1406-1, Gaia EDR3- 2610370969483589888"
HD 55865,Volans,"γ²-Vol, HR 2736, NSV 3448, HIP 34481, TYC 9182-1411-1, Gaia EDR3- 5267405895350690304"
HD 177241,Sagittarius,"O-Sgr, 39-Sgr, HR 7217, NSV 11703, HIP 93683, TYC 6295-2492-1, Gaia EDR3- 4081642115877635840"
HD 198001,Aquarius,"Albali, ε-Aqr, 2-Aqr, HR 7950, HIP 102618, TYC 5760-1997-1, Gaia EDR3- 6903096911032851584"
HD 27697,Taurus,"δ-Tau, 61-Tau, HR 1373, NSV 1582, HIP 20455, TYC 1268-1267-1, Gaia EDR3- 3314024566919613952"
HD 184006,Cygnus,"ι-Cyg, 10-Cyg, HR 7420, HIP 95853, TYC 3555-2112-1, Gaia EDR3- 2136270970154631168"
HD 17506,Perseus,"η-Per, 15-Per, HR 834, HIP 13268, TYC 3704-1332-1, Gaia EDR3- 454491381981202944"
HD 84810,Carina,"l Car, l-Car, HR 3884, HIP 47854, TYC 8946-3219-1, Gaia EDR3- 5250032958818831360"
HD 151249,Ara,"η-Ara, HR 6229, HIP 82363, TYC 8725-3067-1, Gaia EDR3- 5926920079553285760"
HD 71878,Volans,"β-Vol, HR 3347, NSV 4088, HIP 41312, TYC 8937-2820-1, Gaia EDR3- 5273030069128572928"
HD 32068,Auriga,"ζ-Aur, 8-Aur, HR 1612, HIP 23453, TYC 2899-2236-1"
HD 210027,Pegasus,"ι-Peg, 24-Peg, HR 8430, NSV 14034, HIP 109176, TYC 2208-2471-1"
HD 23230,Perseus,"ν-Per, 41-Per, HR 1135, NSV 1261, HIP 17529, TYC 2871-2573-1"
HD 39364,Lepus,"δ-Lep, 15-Lep, HR 2035, HIP 27654, TYC 5930-2195-1, Gaia EDR3- 2965792913525710976"
HD 160762,Hercules,"ι-Her, 85-Her, HR 6588, HIP 86414, TYC 3510-1876-1, Gaia EDR3- 1362451076122760320"
HD 196867,Delphinus,"Sualocin, α-Del, 9-Del, HR 7906, NSV 13207, HIP 101958, TYC 1633-2442-1"
HD 213558,Lacerta,"α-Lac, 7-Lac, HR 8585, HIP 111169, TYC 3628-3193-1, Gaia EDR3- 1988193348344678656"
HD 84999,Ursa Major,"υ-UMa, 29-UMa, HR 3888, HIP 48319, TYC 3820-1522-1, Gaia EDR3- 1049765396704695936"
HD 58207,Gemini,"ι-Gem, 60-Gem, HR 2821, HIP 36046, TYC 1918-2339-1, Gaia EDR3- 873035017257455104"
HD 181276,Cygnus,"κ-Cyg, 1-Cyg, HR 7328, NSV 11886, HIP 94779, TYC 3920-1971-1, Gaia EDR3- 2139664063041544576"
HD 94510,Carina,"u-Car, HR 4257, NSV 5011, HIP 53253, TYC 8627-3091-1, Gaia EDR3- 5338833263117260672"
HD 19476,Perseus,"κ-Per, 27-Per, HR 941, NSV 1055, HIP 14668, TYC 2859-2274-1"
HD 121743,Centaurus,"φ-Cen, HR 5248, NSV 6509, HIP 68245, TYC 7798-2848-1, Gaia EDR3- 6110381256839901440"
HD 94264,Leo Minor,"46-LMi, HR 4247, NSV 4999, HIP 53229, TYC 2521-2271-1"
HD 37468,Orion,"σ-Ori, 48-Ori, HR 1931, HIP 26549, TYC 4771-1196-1, Gaia EDR3- 3216486443742786048"
HD 89485,Leo,"γ²-Leo, 41-Leo, HR 4058, NSV 4823"
HD 138918,Serpens Caput,"δ-Ser, 13-Ser, HR 5789"
HD 192577,Cygnus,"V695 Cyg, O¹-Cyg, 31-Cyg, HR 7735, HIP 99675, TYC 3559-2797-1"
HD 29291,Eridanus,"υ²-Eri, 52-Eri, HR 1464, HIP 21393, TYC 7038-1509-1, Gaia EDR3- 4878631812268014464"
HD 76728,Carina,"c-Car, HR 3571, HIP 43783, TYC 8927-3658-1"
HD 129078,Apus,"α-Aps, HR 5470, HIP 72370, TYC 9436-2393-1, Gaia EDR3- 5773473920382493440"
HD 100029,Draco,"λ-Dra, 1-Dra, HR 4434, NSV 5231, HIP 56211, TYC 4392-1805-1, Gaia EDR3- 1061909811871141504"
HD 74180,Vela,"b-Vel, HR 3445, NSV 4199, HIP 42570, TYC 8151-5000-1, Gaia EDR3- 5521599549054493696"
HD 187076,Sagitta,"δ-Sge, 7-Sge, HR 7536, HIP 97365, TYC 1619-3542-1"
HD 109026,Musca,"γ-Mus, HR 4773, HIP 61199, TYC 9236-2907-1, Gaia EDR3- 5842864786417716608"
HD 90853,Carina,"s-Car, HR 4114, NSV 4869, HIP 51232, TYC 8613-3363-1, Gaia EDR3- 5255378028454342272"
HD 91316,Leo,"ρ-Leo, 47-Leo, HR 4133, HIP 51624, TYC 838-1485-1, Gaia EDR3- 3870025847369674624"
HD 37350,Dorado,"β-Dor, HR 1922, HIP 26069, TYC 8883-1641-1, Gaia EDR3- 4757601523650165120"
HD 90432,Hydra,"μ-Hya, 42-Hya, HR 4094, HIP 51069, TYC 6061-1134-1, Gaia EDR3- 3748360796947806208"
HD 166014,Hercules,"O-Her, 103-Her, HR 6779, HIP 88794, TYC 2103-3078-1, Gaia EDR3- 4589549005370416256"
HD 88955,Vela,"q-Vel, HR 4023, HIP 50191, TYC 7716-3704-1, Gaia EDR3- 5416916936743969152"
HD 121790,Centaurus,"υ¹-Cen, HR 5249, HIP 68282, TYC 7802-2736-1, Gaia EDR3- 6107651444350934400"
HD 28307,Taurus,"θ¹-Tau, 77-Tau, HR 1411, HIP 20885, TYC 1265-1170-1"
HD 134481,Lupus,"κ¹-Lup, HR 5646, HIP 74376, TYC 8298-4184-1, Gaia EDR3- 5902489309145870464"
HD 23817,Reticulum,"β-Ret, HR 1175, HIP 17440, TYC 8870-1385-1"
HD 92139,Vela,"p-Vel, HR 4167, HIP 51986, TYC 8201-3337-1"
HD 166937,Sagittarius,"μ-Sgr, 13-Sgr, HR 6812, HIP 89341, TYC 6276-3093-1, Gaia EDR3- 4093933487636355968"
HD 163770,Hercules,"θ-Her, 91-Her, HR 6695, NSV 9890, HIP 87808, TYC 2620-2298-1, Gaia EDR3- 4609802834185436928"
HD 44762,Columba,"δ-Col, HR 2296, HIP 30277, TYC 7077-2060-1, Gaia EDR3- 2891816671700460288"
HD 109787,Centaurus,"τ-Cen, HR 4802, HIP 61622, TYC 8236-3158-1, Gaia EDR3- 6127688772460862976"
HD 145544,Triangulum Australe,"δ-TrA, HR 6030, HIP 79664, TYC 9040-4790-1, Gaia EDR3- 5828952940687722496"
HD 171443,Scutum,"α-Sct, HR 6973, NSV 11056, HIP 91117, TYC 5691-1338-1, Gaia EDR3- 4156500578347841408"
HD 50877,Canis Major,"O¹-CMa, 16-CMa, HR 2580, HIP 33152, TYC 6522-3271-1, Gaia EDR3- 2921973698674974592"
HD 140436,Corona Borealis,"γ-CrB, 8-CrB, HR 5849, HIP 76952, TYC 2036-1674-1"
HD 142860,Serpens Caput,"γ-Ser, 41-Ser, HR 5933, NSV 7350, HIP 78072, Gaia EDR3- 1193030490492925824"
HD 212061,Aquarius,"Sadachbia, γ-Aqr, 48-Aqr, HR 8518, NSV 14132, HIP 110395, TYC 5226-1606-1"
HD 169414,Hercules,"109-Her, HR 6895, NSV 10742, HIP 90139, TYC 1580-2158-1, Gaia EDR3- 4529285391533766400"
HD 26967,Horologium,"α-Hor, HR 1326, HIP 19747, TYC 7581-1600-1, Gaia EDR3- 4840356816072211712"
